arxiv_id	source_family_key	submitted_v1_utc	submitted_v1_asia_shanghai	title	abstract	categories	screening_route	prior_weekly_trace	semantic_screen_status	semantic_decision_kind	stable_node_id	family_specific_reason
2505.01660	arxiv:2505.01660	2025-05-03T03:01:28Z	2025-05-03T11:01:28+08:00	Focal-SAM: Focal Sharpness-Aware Minimization for Long-Tailed Classification	Real-world datasets often follow a long-tailed distribution, making generalization to tail classes difficult. Recent methods resorted to long-tail variants of Sharpness-Aware Minimization (SAM), such as ImbSAM and CC-SAM, to improve generalization by flattening the loss landscape. However, these attempts face a trade-off between computational efficiency and control over the loss landscape. On the one hand, ImbSAM is efficient but offers only coarse control as it excludes head classes from the SAM process. On the other hand, CC-SAM provides fine-grained control through class-dependent perturbations but at the cost of efficiency due to multiple backpropagations. Seeing this dilemma, we introduce Focal-SAM, which assigns different penalties to class-wise sharpness, achieving fine-grained control without extra backpropagations, thus maintaining efficiency. Furthermore, we theoretically analyze Focal-SAM's generalization ability and derive a sharper generalization bound. Extensive experiments on both traditional and foundation models validate the effectiveness of Focal-SAM.	cs.LG	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Focal-SAM: Focal Sharpness-Aware Minimization for Long-Tailed Classification 的公开摘要主要回答“Real-world datasets often follow a long-tailed distribution, making generalization to tail classes difficult.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01664	arxiv:2505.01664	2025-05-03T03:20:17Z	2025-05-03T11:20:17+08:00	Soft-Masked Semi-Dual Optimal Transport for Partial Domain Adaptation	Visual domain adaptation aims to learn discriminative and domain-invariant representation for an unlabeled target domain by leveraging knowledge from a labeled source domain. Partial domain adaptation (PDA) is a general and practical scenario in which the target label space is a subset of the source one. The challenges of PDA exist due to not only domain shift but also the non-identical label spaces of domains. In this paper, a Soft-masked Semi-dual Optimal Transport (SSOT) method is proposed to deal with the PDA problem. Specifically, the class weights of domains are estimated, and then a reweighed source domain is constructed, which is favorable in conducting class-conditional distribution matching with the target domain. A soft-masked transport distance matrix is constructed by category predictions, which will enhance the class-oriented representation ability of optimal transport in the shared feature space. To deal with large-scale optimal transport problems, the semi-dual formulation of the entropy-regularized Kantorovich problem is employed since it can be optimized by gradient-based algorithms. Further, a neural network is exploited to approximate the Kantorovich potential due to its strong fitting ability. This network parametrization also allows the generalization of the dual variable outside the supports of the input distribution. The SSOT model is built upon neural networks, which can be optimized alternately in an end-to-end manner. Extensive experiments are conducted on four benchmark datasets to demonstrate the effectiveness of SSOT.	cs.AI;cs.CV	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Soft-Masked Semi-Dual Optimal Transport for Partial Domain Adaptation 的公开摘要主要回答“Visual domain adaptation aims to learn discriminative and domain-invariant representation for an unlabeled target domain by leveraging knowledge from a labeled source domain.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01665	arxiv:2505.01665	2025-05-03T03:27:22Z	2025-05-03T11:27:22+08:00	Adaptively Point-weighting Curriculum Learning	Curriculum learning (CL) mimics human learning, in which easy samples are learned first, followed by harder samples, and has become an effective method for training deep networks. However, many existing automatic CL methods maintain a preference for easy samples during the entire training process regardless of the constantly evolving training state. This is just like a human curriculum that fails to provide individualized instruction, which can delay learning progress. To address this issue, we propose an adaptively point-weighting (APW) curriculum learning method that assigns a weight to each training sample based on its training loss. The weighting strategy of APW follows the easy-to-hard training paradigm, guided by the current training state of the network. We present a theoretical analysis of APW, including training effectiveness, training stability, and generalization performance. Experimental results validate these theoretical findings and demonstrate the superiority of the proposed APW method.	cs.LG	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Adaptively Point-weighting Curriculum Learning 的公开摘要主要回答“Curriculum learning (CL) mimics human learning, in which easy samples are learned first, followed by harder samples, and has become an effective method for training deep networks.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01670	arxiv:2505.01670	2025-05-03T03:35:49Z	2025-05-03T11:35:49+08:00	Efficient Multi Subject Visual Reconstruction from fMRI Using Aligned Representations	This work introduces a novel approach to fMRI-based visual image reconstruction using a subject-agnostic common representation space. We show that the brain signals of the subjects can be aligned in this common space during training to form a semantically aligned common brain. This is leveraged to demonstrate that aligning subject-specific lightweight modules to a reference subject is significantly more efficient than traditional end-to-end training methods. Our approach excels in low-data scenarios. We evaluate our methods on different datasets, demonstrating that the common space is subject and dataset-agnostic.	cs.CV;cs.LG;eess.IV	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Efficient Multi Subject Visual Reconstruction from fMRI Using Aligned Representations 的公开摘要主要回答“This work introduces a novel approach to fMRI-based visual image reconstruction using a subject-agnostic common representation space.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01671	arxiv:2505.01671	2025-05-03T03:35:59Z	2025-05-03T11:35:59+08:00	Report on Challenges of Practical Reproducibility for Systems and HPC Computer Science	This report synthesizes findings from the November 2024 Community Workshop on Practical Reproducibility in HPC, which convened researchers, artifact authors, reviewers, and chairs of reproducibility initiatives to address the critical challenge of making computational experiments reproducible in a cost-effective manner. The workshop deliberately focused on systems and HPC computer science research due to its unique requirements, including specialized hardware access and deep system reconfigurability. Through structured discussions, lightning talks, and panel sessions, participants identified key barriers to practical reproducibility and formulated actionable recommendations for the community. The report presents a dual framework of challenges and recommendations organized by target audience (authors, reviewers, organizations, and community). It characterizes technical obstacles in experiment packaging and review, including completeness of artifact descriptions, acquisition of specialized hardware, and establishing reproducibility conditions. The recommendations range from immediate practical tools (comprehensive checklists for artifact packaging) to ecosystem-level improvements (refining badge systems, creating artifact digital libraries, and developing AI-assisted environment creation). Rather than advocating for reproducibility regardless of cost, the report emphasizes striking an appropriate balance between reproducibility rigor and practical feasibility, positioning reproducibility as an integral component of scientific exploration rather than a burdensome afterthought. Appendices provide detailed, immediately actionable checklists for authors and reviewers to improve reproducibility practices across the HPC community.	cs.DC	core_daily_full_semantic_screen	False	complete	retained_candidate	PLATFORM-EVALUATION-SYSTEM	Retained：把系统实验的可复现性从‘代码可运行’提升为受 hardware、firmware、environment、artifact identity、acceptance condition 与 reviewer cost 共同约束的 release evidence contract。 Evidence boundary：这是 2024 社区 workshop 的综合报告与 checklist，不是受控实验；它支持 evidence contract 与成本边界，不证明某种打包工具或 badge 能普遍获得可复现结果。
2506.11015	arxiv:2506.11015	2025-05-03T03:41:33Z	2025-05-03T11:41:33+08:00	The Memory Paradox: Why Our Brains Need Knowledge in an Age of AI	"In the age of generative AI and ubiquitous digital tools, human cognition faces a structural paradox: as external aids become more capable, internal memory systems risk atrophy. Drawing on neuroscience and cognitive psychology, this paper examines how heavy reliance on AI systems and discovery-based pedagogies may impair the consolidation of declarative and procedural memory -- systems essential for expertise, critical thinking, and long-term retention. We review how tools like ChatGPT and calculators can short-circuit the retrieval, error correction, and schema-building processes necessary for robust neural encoding. Notably, we highlight striking parallels between deep learning phenomena such as ""grokking"" and the neuroscience of overlearning and intuition. Empirical studies are discussed showing how premature reliance on AI during learning inhibits proceduralization and intuitive mastery. We argue that effective human-AI interaction depends on strong internal models -- biological ""schemata"" and neural manifolds -- that enable users to evaluate, refine, and guide AI output. The paper concludes with policy implications for education and workforce training in the age of large language models."	cs.AI;cs.CY;cs.HC;q-bio.NC	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：The Memory Paradox: Why Our Brains Need Knowledge in an Age of AI 的公开摘要主要回答“In the age of generative AI and ubiquitous digital tools, human cognition faces a structural paradox: as external aids become more capable, internal memory systems risk atrophy.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01676	arxiv:2505.01676	2025-05-03T03:56:40Z	2025-05-03T11:56:40+08:00	LogDB: Multivariate Log-based Failure Diagnosis for Distributed Databases (Extended from MultiLog)	Distributed databases, as the core infrastructure software for internet applications, play a critical role in modern cloud services. However, existing distributed databases frequently experience system failures and performance degradation, often leading to significant economic losses. Log data, naturally generated within systems, can effectively reflect internal system states. In practice, operators often manually inspect logs to monitor system behavior and diagnose anomalies, a process that is labor-intensive and costly. Although various log-based failure diagnosis methods have been proposed, they are generally not tailored for database systems and fail to fully exploit the internal characteristics and distributed nature of these systems. To address this gap, we propose LogDB, a log-based failure diagnosis method specifically designed for distributed databases. LogDB extracts and compresses log features at each database node and then aggregates these features at the master node to diagnose cluster-wide anomalies. Experiments conducted on the open-source distributed database system Apache IoTDB demonstrate that LogDB achieves robust failure diagnosis performance across different workloads and a variety of anomaly types.	cs.DB;cs.SE	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：LogDB: Multivariate Log-based Failure Diagnosis for Distributed Databases (Extended from MultiLog) 的公开摘要主要回答“Distributed databases, as the core infrastructure software for internet applications, play a critical role in modern cloud services.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01680	arxiv:2505.01680	2025-05-03T04:00:51Z	2025-05-03T12:00:51+08:00	Automated ARAT Scoring Using Multimodal Video Analysis, Multi-View Fusion, and Hierarchical Bayesian Models: A Clinician Study	Manual scoring of the Action Research Arm Test (ARAT) for upper extremity assessment in stroke rehabilitation is time-intensive and variable. We propose an automated ARAT scoring system integrating multimodal video analysis with SlowFast, I3D, and Transformer-based models using OpenPose keypoints and object locations. Our approach employs multi-view data (ipsilateral, contralateral, and top perspectives), applying early and late fusion to combine features across views and models. Hierarchical Bayesian Models (HBMs) infer movement quality components, enhancing interpretability. A clinician dashboard displays task scores, execution times, and quality assessments. We conducted a study with five clinicians who reviewed 500 video ratings generated by our system, providing feedback on its accuracy and usability. Evaluated on a stroke rehabilitation dataset, our framework achieves 89.0% validation accuracy with late fusion, with HBMs aligning closely with manual assessments. This work advances automated rehabilitation by offering a scalable, interpretable solution with clinical validation.	cs.AI;cs.CV;cs.HC;math.PR	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Automated ARAT Scoring Using Multimodal Video Analysis, Multi-View Fusion, and Hierarchical Bayesian Models: A Clinician Study 的公开摘要主要回答“Manual scoring of the Action Research Arm Test (ARAT) for upper extremity assessment in stroke rehabilitation is time-intensive and variable.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01689	arxiv:2505.01689	2025-05-03T04:40:52Z	2025-05-03T12:40:52+08:00	Fragment-Level Macro-Diversity Reception in LoRaWAN Networks with LR-FHSS	The rapid expansion of Internet of Things (IoT) deployments demands wireless protocols that combine high scalability with robust performance. Long Range-Frequency Hopping Spread Spectrum (LR-FHSS) extends LoRaWAN by increasing capacity and resilience through frequency hopping and redundancy. However, current deployments require packet reconstruction at a single gateway, limiting the benefits of LR-FHSS. This paper proposes a macro-diversity reception strategy where multiple gateways collectively receive and combine payload fragments. We develop a stochastic geometry-based analytical model that captures the impact of header repetition, payload fragmentation, and coding redundancy. Closed-form expressions quantify success probabilities under interference, and numerical evaluations demonstrate significant capacity gains over nearest-gateway reception. These results highlight the potential of fragment-level macro-diversity to improve scalability and reliability in future LPWAN deployments.	cs.NI	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Fragment-Level Macro-Diversity Reception in LoRaWAN Networks with LR-FHSS 的公开摘要主要回答“The rapid expansion of Internet of Things (IoT) deployments demands wireless protocols that combine high scalability with robust performance.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01691	arxiv:2505.01691	2025-05-03T04:43:59Z	2025-05-03T12:43:59+08:00	The consensus number of a shift register equals its width	The consensus number of a w-bit register supporting logical left shift and right shift operations is exactly w, giving an example of a class of types, widely implemented in practice, that populates all levels of the consensus hierarchy. This result generalizes to w-wide shift registers over larger alphabets. In contrast, a register providing arithmetic right shift, which replicates the most significant bit instead of replacing it with zero, is shown to solve consensus for any fixed number of processes as long as its width is at least two.	cs.DC	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：The consensus number of a shift register equals its width 的公开摘要主要回答“The consensus number of a w-bit register supporting logical left shift and right shift operations is exactly w, giving an example of a class of types, widely implemented in prac...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.17024	arxiv:2505.17024	2025-05-03T04:49:01Z	2025-05-03T12:49:01+08:00	An Affective-Taxis Hypothesis for Alignment and Interpretability	AI alignment is a field of research that aims to develop methods to ensure that agents always behave in a manner aligned with (i.e. consistently with) the goals and values of their human operators, no matter their level of capability. This paper proposes an affectivist approach to the alignment problem, re-framing the concepts of goals and values in terms of affective taxis, and explaining the emergence of affective valence by appealing to recent work in evolutionary-developmental and computational neuroscience. We review the state of the art and, building on this work, we propose a computational model of affect based on taxis navigation. We discuss evidence in a tractable model organism that our model reflects aspects of biological taxis navigation. We conclude with a discussion of the role of affective taxis in AI alignment.	cs.AI;q-bio.NC	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：An Affective-Taxis Hypothesis for Alignment and Interpretability 的公开摘要主要回答“AI alignment is a field of research that aims to develop methods to ensure that agents always behave in a manner aligned with (i.e.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01693	arxiv:2505.01693	2025-05-03T04:50:55Z	2025-05-03T12:50:55+08:00	High-Fidelity Pseudo-label Generation by Large Language Models for Training Robust Radiology Report Classifiers	Automated labeling of chest X-ray reports is essential for enabling downstream tasks such as training image-based diagnostic models, population health studies, and clinical decision support. However, the high variability, complexity, and prevalence of negation and uncertainty in these free-text reports pose significant challenges for traditional Natural Language Processing methods. While large language models (LLMs) demonstrate strong text understanding, their direct application for large-scale, efficient labeling is limited by computational cost and speed. This paper introduces DeBERTa-RAD, a novel two-stage framework that combines the power of state-of-the-art LLM pseudo-labeling with efficient DeBERTa-based knowledge distillation for accurate and fast chest X-ray report labeling. We leverage an advanced LLM to generate high-quality pseudo-labels, including certainty statuses, for a large corpus of reports. Subsequently, a DeBERTa-Base model is trained on this pseudo-labeled data using a tailored knowledge distillation strategy. Evaluated on the expert-annotated MIMIC-500 benchmark, DeBERTa-RAD achieves a state-of-the-art Macro F1 score of 0.9120, significantly outperforming established rule-based systems, fine-tuned transformer models, and direct LLM inference, while maintaining a practical inference speed suitable for high-throughput applications. Our analysis shows particular strength in handling uncertain findings. This work demonstrates a promising path to overcome data annotation bottlenecks and achieve high-performance medical text processing through the strategic combination of LLM capabilities and efficient student models trained via distillation.	cs.CL	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：High-Fidelity Pseudo-label Generation by Large Language Models for Training Robust Radiology Report Classifiers 的公开摘要主要回答“Automated labeling of chest X-ray reports is essential for enabling downstream tasks such as training image-based diagnostic models, population health studies, and clinical deci...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
