arxiv_id	title	status	reason	owner	score	disposition
2605.24697	The Path Matters: Learning a Token-Commitment Policy for Diffusion Language Models	retained	We introduce TraceLock, a lightweight plug-in controller that instantiates this policy for a frozen diffusion language model.	MULTIMODAL-GENERATIVE-PARADIGMS	9	Integrate
2605.24699	MDIA: A Multi-Agent Diagnostic Intelligence Pipeline on HealthBench Professional	pre_denominator_closure	`MDIA: A Multi-Agent Diagnostic Intelligence Pipeline on HealthBench Professional`（cs.AI, cs.LG）：Most reported gains on agentic-LLM clinical benchmarks are often attributed to prompt engineering, yet our results suggest that larger improvements can come from architectural and engine-level design. We present MDIA, a Multi-agent Diagnostic Intelligence Agent implemented as a 7-node specialty-routed clinical reasoning graph, on the full HealthBench Professional benchmark (n = 525), on a non-fine-tuned LLM. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24700	SRUG: Shadow-Guided Relightable Urban Scene with Generation Model	pre_denominator_closure	`SRUG: Shadow-Guided Relightable Urban Scene with Generation Model`（cs.CV, cs.GR）：Creating relightable urban scenes from images or videos is widely useful but highly ill-posed. Urban environments are typically unbounded and extend beyond the visible regions. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24702	Do Image-Text Metrics Respect Semantic Invariances?	pre_denominator_closure	`Do Image-Text Metrics Respect Semantic Invariances?`（cs.CV）：Reference-free image-to-text evaluators are now standard for scoring image-caption alignment, yet it is unclear whether they respect semantic invariances. We present an invariance probe on five popular evaluators (CLIPScore, PAC-S, UMIC, FLEUR, and a deterministic LLM judge) under semantics-preserving perturbations along three axes -- spatial (flips, context-preserving repositioning, light rotations), object (scale, category), and socio-linguistic framing (cultural/economic adjectives with neutral and length-matched controls). 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24703	TS-Skill: A Benchmark for Evaluating Analytical Skills in Time-Series Question Answering	pre_denominator_closure	`TS-Skill: A Benchmark for Evaluating Analytical Skills in Time-Series Question Answering`（cs.AI, cs.CL）：Large language models (LLMs) and time-series language models (TSLMs) are increasingly applied to time-series question answering (TSQA). Unlike text-only QA, TSQA requires models to ground answers in temporal signals whose patterns may occur at different scales, specific time locations, or across separated intervals. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24706	MetaboKG: An Analysis-centric Knowledge Graph Framework for Untargeted Metabolomics	pre_denominator_closure	`MetaboKG: An Analysis-centric Knowledge Graph Framework for Untargeted Metabolomics`（cs.DB, q-bio.BM, q-bio.MN）：Untargeted metabolomics generates large volumes of tandem mass spectrometry (MS/MS) data and computational annotations that can reveal molecular mechanisms across organisms and environments. Public reuse has improved through harmonized repository metadata and access infrastructures such as Pan-ReDU, and through metabolomics knowledge graphs such as ENPKG and METRIN-KG. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24709	Streaming Reinforcement Learning under Partial Observability with Real-Time Recurrent Learning	retained	We close this gap using recurrent trace units, a diagonal recurrent architecture that enables exact RTRL with linear time and memory complexity in the parameter count, and show that they integrate cleanly into existing streaming algorithms across both discrete and continuous control.	TRAIN-RLHF	8	Integrate
2605.24710	Feature Learning in Wide Neural Networks under $μ$P: Identifiability and Sparse-Dictionary Decomposition of the Mean-Field Limit	pre_denominator_closure	`Feature Learning in Wide Neural Networks under $μ$P: Identifiability and Sparse-Dictionary Decomposition of the Mean-Field Limit`（Secondary, cs.LG, math.PR, math.ST, stat.ML）：We establish four structural results for feature learning in wide two-layer neural networks under the Maximal Update Parametrization ($μ$P). First, we prove global existence and uniqueness of the mean-field limit of noisy gradient descent under $μ$P, identifying the maximal admissible weight $w^*$ on the moment sequence of the initialization as the reciprocal parameter-moment-growth boundary, and hence the largest weighted moment class propagated by the flow. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24712	Hardware-Aware Federated Learning for Speech Emotion Recognition	pre_denominator_closure	`Hardware-Aware Federated Learning for Speech Emotion Recognition`（cs.HC, cs.LG）：Federated learning (FL) enables privacy-preserving collaborative training across distributed edge devices, but real deployments involve heterogeneous clients with different processing power, memory capacity, and communication latency, which often increase round duration and system cost. This paper proposes a hardware-aware federated learning framework for emotion recognition on session-partitioned IEMOCAP that integrates hardware profiling, top-K client selection, and adaptive local epochs within a unified training loop. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24714	Age of Information Optimization for Status Updates in Integrated Sensing and Communication Systems	pre_denominator_closure	`Age of Information Optimization for Status Updates in Integrated Sensing and Communication Systems`（cs.IT, cs.NI）：In this paper, we study age of information (AoI) optimization for status updating in an integrated sensing and communication (ISAC) system. We consider a discrete-time architecture in which a base station interacts with a physical environment and a remote monitor, and at each time slot can operate in one of three modes: sensing, communication, or joint sensing and communication. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24716	Physics-Guided Self-Supervised Statistical Residual Learning for Sonar Despeckling with Improved Generalization	pre_denominator_closure	`Physics-Guided Self-Supervised Statistical Residual Learning for Sonar Despeckling with Improved Generalization`（cs.CV, eess.SP）：This letter introduces a physics-informed self-supervised framework for sonar image despeckling that reformulates despeckling as residual consistency in the homomorphic log domain. By constraining the log-ratio residual to obey multiplicative speckle statistics, the proposed method eliminates the need for clean supervision while preventing degenerate identity solutions. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24718	The Tokenizer Tax Across 25 European Languages: Domain Invariance, Cross-Lingual Few-Shot Effects, and the Ukrainian Penalty	pre_denominator_closure	`The Tokenizer Tax Across 25 European Languages: Domain Invariance, Cross-Lingual Few-Shot Effects, and the Ukrainian Penalty`（cs.CL）：Tokenizer fertility the number of tokens per word imposes a hidden cost on non-English NLP. We measure fertility for ten foundation models across 25 European languages on parallel text, producing the first controlled tokenizer tax map for the continent. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24719	World-State Transformations for Neuro-symbolic Interactive Storytelling	pre_denominator_closure	`World-State Transformations for Neuro-symbolic Interactive Storytelling`（cs.AI, cs.CL）：Large Language Models (LLMs) have changed the possibilities of Interactive Storytelling systems that process free-text user input. However, as more of these systems are built, evidence continues to mount regarding the story coherence problems that arise when relying solely on them. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24721	ROC Analysis for Evaluating Translation Quality Estimation Systems	pre_denominator_closure	`ROC Analysis for Evaluating Translation Quality Estimation Systems`（cs.CL）：The increasing use of automated translation quality estimation (QE) systems calls for practical, decision-oriented methods for evaluating their performance. We propose that Receiver Operating Characteristic (ROC) analysis is a useful approach for this purpose. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24722	Calibrating Probabilistic Object Detectors with Annotator Disagreement	pre_denominator_closure	`Calibrating Probabilistic Object Detectors with Annotator Disagreement`（cs.CV）：High degrees of disagreement among annotators can exist for ambiguous objects, e.g. in medical images, underscoring the challenges of establishing ground truth annotations in object detection tasks. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24726	From Full Boards to Tiny Defects: Scale-Aware Tile Inference with Topology-Aware Merging for High-Resolution PCB Defect Detection	pre_denominator_closure	`From Full Boards to Tiny Defects: Scale-Aware Tile Inference with Topology-Aware Merging for High-Resolution PCB Defect Detection`（cs.CV）：High-resolution printed circuit board (PCB) inspection suffers from resolution collapse when full-board images are resized to standard detector inputs: micro-scale defects shrink to a few pixels and are missed. Tile-based inference preserves local detail but introduces boundary artefacts at tile edges, causing split detections and false negatives. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24727	Fundamental Limitation in Explaining AI	retained	In this paper, we mathematically prove a fundamental quadrilemma in explaining AI, stating that AI and its explanation cannot satisfy the following four conditions simultaneously: 1) the complexity of the operation environment, 2) the goodness of the AI's performance, 3) the interpretability of the AI's explanation, and 4) the complete faithfulness of the AI's explanation.	PLATFORM-EVALUATION-SYSTEM	8	Integrate
2605.24728	Hylos: Operability Contracts for Model-Native Spatial Intelligence	retained	A generated object or environment becomes useful to an agent only when the system can identify its entities, frames, surfaces, constraints, provenance, admissible actions, expected effects, and validation failures.	MULTIMODAL-EMBODIED-VLA	8	Structural Candidate
2605.24731	Passivity-based Semi-autonomous Rotational Motion Navigation for Rigid-body Networks: Stability and Human Passivity Analysis	pre_denominator_closure	`Passivity-based Semi-autonomous Rotational Motion Navigation for Rigid-body Networks: Stability and Human Passivity Analysis`（cs.RO, eess.SY）：This paper presents a novel passivity-based semi-autonomous attitude control framework, with a particular focus on attitude kinematics defined on the special orthogonal group $SO(3)$. While human-robot interaction facilitates the successful execution of complex tasks, ensuring stability of human-in-the-loop systems on the $SO(3)$ manifold remains a largely unsolved challenge. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24733	StepGap: A Hybrid NLI-LLM Checker for Step-Level Evidence-Gap Detectionin Multi-Hop Question Answering	retained	We present \textbf{StepGap}, a hybrid NLI-LLM decision tree that detects step-level evidence gaps in multi-hop QA and emits one of three typed labels: \textsc{Contradicted Claim} (CC), \textsc{Irrelevant Evidence} (IE), or \textsc{Missing Bridge} (MB), each tied to a concrete repair action.	AGENT-REFLECTION	8	No Change — Existing Coverage
2605.24737	Who judges the judges? Governance from metrics: a runtime framework for continuous LLM compliance monitoring	retained	Current approaches to AI compliance treat conformity as a binary, audit-time verdict rather than a continuous, measurable property of production systems.	PLATFORM-MONITORING	9	No Change — Existing Coverage
2605.24740	Reinforcement Learning for Reachability: Guaranteeing Asymptotic Optimality	pre_denominator_closure	`Reinforcement Learning for Reachability: Guaranteeing Asymptotic Optimality`（cs.GT, cs.LG）：Reinforcement learning (RL) for reachability specifications is fundamental in sequential decision-making, yet theoretical guarantees remain less explored. A recent work achieves asymptotic convergence to optimal policies. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24741	On the Sample Complexity of Robust Binary Hypothesis Testing	pre_denominator_closure	`On the Sample Complexity of Robust Binary Hypothesis Testing`（cs.IT, cs.LG, math.ST, stat.ML）：We study the sample complexity of robust binary hypothesis testing under three standard contamination models: $\varepsilon$-additive (Huber), $\varepsilon$-subtractive, and $\varepsilon$-total variation (TV), denoted by $n^*_{\mathrm{Hub}}(\varepsilon)$, $n^*_{\mathrm{Sub}}(\varepsilon)$, and $n^*_{\mathrm{TV}}(\varepsilon)$, respectively. For subtractive contamination, we show that least favourable distributions exist and provide explicit formulas for the same, bringing this model in line with the classical Huber and TV models. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24742	Aligning Molecular Graph Explanations with Chemical Identity via InChIfied Invariants	pre_denominator_closure	`Aligning Molecular Graph Explanations with Chemical Identity via InChIfied Invariants`（cs.LG）：Obtaining consistent explanations for machine learning on molecular graphs requires predictions and attributions to be aligned with chemical identity. However, chemically equivalent drawings of the same molecule can induce different molecular representations, leading to inconsistent predictions and explanations. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24743	Bilevel Optimization of Synthetic Trajectories for Multi-Turn LLM Fine-Tuning	retained	We propose BOOST, a bilevel optimization framework where the inner level trains the LLM on reweighted data and the outer level trains a lightweight reweighting head on held-out real validation tasks, assigning continuous trajectory-level weights without requiring an external judge.	TRAIN-DATA	8	Integrate
2605.24748	Deep Learning-Enabled Prediction of Geoeffective CMEs Using SOHO and SDO Observations	pre_denominator_closure	`Deep Learning-Enabled Prediction of Geoeffective CMEs Using SOHO and SDO Observations`（astro-ph.SR, cs.LG）：Understanding and forecasting the geoeffectiveness of a coronal mass ejection (CME) is crucial for protecting infrastructure in the near-Earth space environment and on Earth. In this study, we present a novel fusion model to forecast the geoeffectiveness of CME events. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24749	How Neural Reward Models Learn Features for Policy Optimization: A Single-Index Analysis	retained	We study this feedback in a Gaussian single-index model with $r^*(x) = σ^*(\langle θ^*, x\rangle)$ and $x \sim N(0, I_d)$.	TRAIN-RLHF	8	Integrate
2605.24752	A computational phase transition for learning-to-sample from Ising models	pre_denominator_closure	`A computational phase transition for learning-to-sample from Ising models`（cs.CC, cs.DS, cs.LG, math.PR）：We study \emph{learning-to-sample} -- a basic algorithmic task underlying generative modeling -- for Ising models, a standard testbed for algorithmic ideas in both theoretical computer science and machine learning. Given i.i.d. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24753	Ghosts in the Point Clouds: De-glaring LiDAR in the Transient Domain	pre_denominator_closure	`Ghosts in the Point Clouds: De-glaring LiDAR in the Transient Domain`（cs.CV）：Modern LiDARs are rapidly transitioning from bulky, mechanically scanned systems to ultra-compact, low-cost, solid-state arrays. This miniaturization-while enabling scalability, affordability, and camera-like data structures-introduces a new and severe failure mode: internal-multipath glare. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24754	Motion-Compensated Weight Compression	pre_denominator_closure	`Motion-Compensated Weight Compression`（cs.AI, cs.CV, cs.LG）：Neural network weights are increasingly a bottleneck for deployment, yet most compression pipelines treat layers independently and overlook cross-layer redundancy induced by function-preserving symmetries. We propose Motion-Compensated Weight Compression (MCWC), a weight-only codec that aligns permutation-symmetric blocks (e.g., hidden units and attention heads) to maximize cross-layer correspondence, turning depth into a predictable sequence. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24755	Automated Detection and Classification of Delusion-related Content in Naturalistic Audio Diaries Using Multi-Agent Language Models	pre_denominator_closure	`Automated Detection and Classification of Delusion-related Content in Naturalistic Audio Diaries Using Multi-Agent Language Models`（cs.AI, cs.CL）：Speech monologues recorded in naturalistic settings provide opportunities to characterize mental illness phenomenology and detect symptom exacerbation. Large language models (LLMs) offer new possibilities for automating this process, as they require annotated data primarily for evaluation rather than training. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24756	Proper Scoring Rules for Agentic Uncertainty Quantification	retained	Building on prequential proper scoring, we introduce the Trajectory Proper Score (TPS), a predictor-agnostic family of strictly proper trajectory-level scoring rules for any per-step uncertainty signal calibrated into a probability of eventual success.	PLATFORM-EVALUATION-SYSTEM	9	Integrate
2605.24759	A Contractive Feedback Semantics for Reinforcement Learning	pre_denominator_closure	`A Contractive Feedback Semantics for Reinforcement Learning`（cs.LG）：Discounted reinforcement learning is usually presented through Bellman equations on closed Markov decision processes. This paper develops a compositional view: a one-step decision process is treated as an open stochastic component, and infinite-horizon policy evaluation is obtained by closing a contractive feedback loop. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24760	Geometric Workspace Analysis and Transmission-Aware Dynamics of a Serial Spherical Tool for Microsurgery	pre_denominator_closure	`Geometric Workspace Analysis and Transmission-Aware Dynamics of a Serial Spherical Tool for Microsurgery`（cs.RO）：We present a kinematic and transmission-aware design framework for a serial spherical mechanism with an additional translational degree of freedom for microsurgery. The first contribution is an analytical workspace formulation that provides geometric insight into reachable motion and enables rapid selection of rotation axis orientations without numerical optimization. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24761	Drift-Resistant Navigation World Model with Anchored Epipolar Guidance	pre_denominator_closure	`Drift-Resistant Navigation World Model with Anchored Epipolar Guidance`（cs.CV, cs.RO）：We propose Drift-Resistant Navigation World Model, a generative model that mitigates both perceptual drift and geometric drift in conventional rollout-based navigation world models. Existing methods recursively feed generated content into subsequent steps, causing noise accumulation and degraded predictions, i.e., perceptual drift. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24762	4KLSDB: A Large-Scale Dataset for 4K Image Restoration and Generation	pre_denominator_closure	`4KLSDB: A Large-Scale Dataset for 4K Image Restoration and Generation`（cs.CV）：High-resolution datasets are essential for advancing super-resolution (SR) and text-to-image (T2I) diffusion research. However, current publicly available datasets lack both the native 4K resolution and the extensive scale necessary for training state-of-the-art models. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24763	High-fidelity Modeling of Full-scale Pressurized Water Reactor Flow Fields for Machine Learning Applications	pre_denominator_closure	`High-fidelity Modeling of Full-scale Pressurized Water Reactor Flow Fields for Machine Learning Applications`（cs.LG, physics.flu-dyn）：This work presents a high-fidelity computational fluid dynamics (CFD) and data-driven modeling framework for assembly-level flow characterization in a four-loop pressurized water reactor (PWR). A full lower-plenum and core-inlet domain was constructed using publicly available geometry and operating conditions, enabling transient simulations with pump-induced swirl boundary conditions. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24764	Spectral Retrieval: Multi-Scale Sinc Convolution over Token Embeddings for Localized Retrieval in LLM Multi-Agent Systems	pre_denominator_closure	`Spectral Retrieval: Multi-Scale Sinc Convolution over Token Embeddings for Localized Retrieval in LLM Multi-Agent Systems`（cs.AI, cs.CL, cs.IR）：[Abridged] - Spectral Retrieval is a plug-in re-ranking stage that interpolates between per-token MaxSim and mean-pool retrieval through a multi-scale sinc convolution over token embeddings. In standard dense retrieval each document is one mean-pooled vector; when relevance localises into a short subspan, the signal averages into noise. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24765	CyberMaskQA: A Privacy-Aware Benchmark for Evaluating Large Language Models in Cybersecurity Question Answering	pre_denominator_closure	`CyberMaskQA: A Privacy-Aware Benchmark for Evaluating Large Language Models in Cybersecurity Question Answering`（cs.CR, cs.LG）：Large language models (LLMs) are increasingly applied to cybersecurity question answering (QA) for critical tasks such as incident response and vulnerability analysis. However, real-world operational contexts, including system logs and network configurations, inherently contain sensitive identifiers, e.g., IP addresses, host names, and user accounts. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24767	Enhanced INS/GNSS State Estimation using GNSS-Based Acceleration Measurements	pre_denominator_closure	`Enhanced INS/GNSS State Estimation using GNSS-Based Acceleration Measurements`（cs.RO）：Accurate and reliable navigation is essential for autonomous ground vehicle operations. Standard INS/GNSS fusion relies on GNSS position updates, which provide limited observability of orientation and inertial sensor error states, particularly during low-dynamic motion. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24769	Leveraging pretrained RGB denoisers for hyperspectral image restoration	pre_denominator_closure	`Leveraging pretrained RGB denoisers for hyperspectral image restoration`（cs.AI, cs.CV, eess.IV）：Hyperspectral image restoration faces several challenges, including limited training data, strong sensor specificity, and high spectral dimensionality. These limitations hinder the learning of robust hyperspectral priors, motivating the reuse of priors learned from large-scale RGB data. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24770	Muon in Vision Transformers: Optimizer-Recipe Interactions and Gradient Spectra	retained	We study Muon for ViT training, largely on ImageNet-100 and Pl@ntNet-300K, comparing against AdamW under standard vision recipes involving mixup, cutmix, smoothing, and random augmentation and erasing.	TRAIN-PRETRAINING	8	Integrate
2605.24771	From Theory to Decision Rule: Calibrating the Noisy-Label Crossover for Vision-Language Model Weak Supervision Across Three Medical-Imaging Benchmarks	pre_denominator_closure	`From Theory to Decision Rule: Calibrating the Noisy-Label Crossover for Vision-Language Model Weak Supervision Across Three Medical-Imaging Benchmarks`（cs.AI, cs.CV, cs.LG）：Classical noisy-label theory predicts that downstream performance under weak supervision is bounded above by the labeler's accuracy, implying a sharp crossover: once a gold-trained classifier matches the labeler, weak labels stop helping and start hurting. The prediction is theoretical; what is missing is a benchmark calibration that turns it into an instance-level statement for modern foundation-model labelers. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
2605.24773	Uncertainty Decomposition via Cyclical SG-MCMC and Soft-label Learning for Subjective NLP	pre_denominator_closure	`Uncertainty Decomposition via Cyclical SG-MCMC and Soft-label Learning for Subjective NLP`（cs.AI）：Annotator disagreement in emotion classification reflects ambiguity intrinsic to emotion concepts and is essential for predictor-quality assessment in subjective NLP. Yet no prior work integrates soft-label learning with Bayesian deep learning to evaluate uncertainty along axes including annotator-distribution fidelity. 独立重放后，该 family 仍只改变其领域任务、局部模型/表示、单一 benchmark 或产品封装，没有改变长期 AI-System 的 state/data/control owner、evaluation/release contract 或 fallback。若后续公开跨 workload 的系统接口、可复算 artifact 或与 Books 现有结论冲突的证据，重开该 family。			Rejected — Below Candidate Denominator
