arxiv_identity	first_public_utc	title	categories	screening_route	denominator_action	closure_reason	withdrawal_status
2608.30896v1	2026-08-31T14:48:55Z	Rad-R: A Raw-ADC Radar Dataset and Capture-Invariant SSM for Hardware-Fault Diagnosis	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30897v1	2026-08-31T14:49:56Z	CAER: Causal Action Effect Reweighting for World Model Training	cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30898v1	2026-08-31T14:49:59Z	Necessity of Ladyzhenskaya \& Ural'tseva's sufficient conditions in nonuniform ellipticity	math.AP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30899v1	2026-08-31T14:50:38Z	Uncertainty-Aware Trajectory Forecasting from Imperfect Tracking	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30900v1	2026-08-31T14:50:54Z	The Structure of Merging Turbulent Jets Beneath a Small Quadrotor	physics.flu-dyn,cs.RO	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30901v1	2026-08-31T14:51:22Z	Flexible Training Workloads in Large-Scale AI Data Centers for Transient-Stability Support in Transmission-Constrained Power Systems	eess.SY	weekly-route-trigger-check	pre-denominator closure	weekly-filtered category without an in-window Daily trigger or cross-listed durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30902v1	2026-08-31T14:52:19Z	Low-Resource Preference Adaptation of LLMs via Activation-Based Label Propagation	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30903v1	2026-08-31T14:53:08Z	MMDS-Bench: Benchmarking Multimodal Large Language Models on Dynamic Stance in Social Media Interactions	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30904v1	2026-08-31T14:53:23Z	Entire monotone solutions of the anisotropic Allen-Cahn equation in dimension 5	math.AP,math.DG	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30905v1	2026-08-31T14:53:29Z	Irreducible $\mathbb{Z}_+$-modules over some $\mathbb{Z}_+$-rings	math.RA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30906v1	2026-08-31T14:53:36Z	The pure infiniteness transfer problem	math.OA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30907v1	2026-08-31T14:53:40Z	Linear independence of global monomials on positive spaces	math.RT,math.RA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30908v1	2026-08-31T14:54:30Z	Fine-Tuning Low-Bit Models with Gradient in Quantized Code Space	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30909v1	2026-08-31T14:54:35Z	Learning dynamically consistent flow reconstructions from limited observations	physics.flu-dyn	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30910v1	2026-08-31T14:55:32Z	S3C-LLM: Skill-Code Guided Agentic Language Models for Spectrum-to-Structure Elucidation	cs.LG,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30911v1	2026-08-31T14:56:23Z	Test or Run? Scheduling Jobs of Unknown Length	cs.DS	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30912v1	2026-08-31T14:56:36Z	Responsible Integration of AI in Cancer Genomics: Barriers, Risks, and Pathways to Trustworthy Clinical Translation	cs.AI,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30913v1	2026-08-31T14:57:28Z	Decoupled Latent Flow Matching for Few-Step Joint Vocal-Accompaniment Separation	cs.SD,cs.MM	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30914v1	2026-08-31T14:57:30Z	Measuring peculiar velocity and tomographic redshift dipole with DESI DR1 catalogs	astro-ph.CO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30915v1	2026-08-31T14:57:50Z	Parameter Estimation of Power Electronic Converters with Differentiable Physics Simulation	eess.SY	weekly-route-trigger-check	pre-denominator closure	weekly-filtered category without an in-window Daily trigger or cross-listed durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30916v1	2026-08-31T14:58:04Z	Selection-Aware Stress Testing for Interactive Agents	cs.LG,stat.AP,stat.ML	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30917v1	2026-08-31T14:58:26Z	Intrinsic Scatterer Representation for Forward Scattering Modeling of Complex Radar Targets	eess.SP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30918v1	2026-08-31T14:58:39Z	Anomalous temperature dependence in phase transitions via ballistic coalescence	cond-mat.soft	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30919v1	2026-08-31T14:59:02Z	Quantum Dot Colloidosomes as Triggerable Microlasers	physics.optics,cond-mat.mtrl-sci	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30920v1	2026-08-31T14:59:52Z	Counting solutions to quadratic forms in eight prime variables of off-diagonal rank $3$	math.NT,math.CO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30921v1	2026-08-31T15:00:22Z	Breakdown of Charge-Conjugation Symmetry of Disclinations in 2D Crystals	cond-mat.mes-hall,cond-mat.mtrl-sci,cond-mat.soft	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30922v1	2026-08-31T15:00:30Z	CARVE: Verified Expansion for Variable-Length Generation in Diffusion Language Models	cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30923v1	2026-08-31T15:01:31Z	Towards Stream Learning on Embedded Systems: Benchmarking the Memory Consumption of Stream Learning Methods	cs.LG,cs.AI,cs.PF	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30924v1	2026-08-31T15:02:37Z	TRIPPULSE: Multi-Agent Travel Planning with Review-Grounded Reasoning	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30925v1	2026-08-31T15:03:18Z	L-space surgeries on (1,1)-knots in $S^1\times S^2$	math.GT	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30926v1	2026-08-31T15:04:27Z	A neural network architecture and training algorithm to predict viscoelastic stresses from vortical data	physics.flu-dyn	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30927v1	2026-08-31T15:04:29Z	Stride-k Subsampling: Train-Free Audio Token Reduction for Whisper	cs.SD,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30928v1	2026-08-31T15:04:35Z	Further Remarks on Separating Words	cs.FL	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30929v1	2026-08-31T15:05:00Z	Annotated Surrogate Retrieval for Polish Statutory Law	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30930v1	2026-08-31T15:05:27Z	Medium effect on spin alignment of strange and charm vector mesons	hep-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30931v1	2026-08-31T15:05:35Z	Stoner contributions to the magnon equation of motion	cond-mat.mtrl-sci	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30932v1	2026-08-31T15:07:15Z	Beacon: LLM Multi-Agent Driven Hardware Design Space Exploration for Heterogeneous Multi-Chiplet Deep Learning Accelerators	cs.AR	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30933v1	2026-08-31T15:07:52Z	Goldfarb-Idnani Revisited:Invariants, Certificates, and the Limits of Guessing	math.OC	triggered-backstop-check	pre-denominator closure	triggered-backstop category without a qualifying Daily trigger or durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30934v1	2026-08-31T15:07:53Z	Scaled Null-Adjusted Persistence: A Multiscale Bridge between Modularity and Persistence	cs.SI,math.OC	triggered-backstop-check	pre-denominator closure	triggered-backstop category without a qualifying Daily trigger or durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30935v1	2026-08-31T15:08:53Z	LightNav-0: Eliciting VLM Spatial Intelligence for Generalist Embodied Navigation	cs.RO,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30936v1	2026-08-31T15:10:15Z	Effects of isospin imbalance on the chiral phase transition within a Chiral Dual Partner Model	nucl-th,hep-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30937v1	2026-08-31T15:10:52Z	Constrained minimax approximation for quantum signal processing	quant-ph,math.NA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30938v1	2026-08-31T15:11:05Z	Evidence, Logic, and Compliance: Multi-Agent Structured Graph Reasoning with Expert Arbitration for Medical Referral	cs.MA	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30939v1	2026-08-31T15:11:43Z	Finite Element Model Updating-based Load Rating of Bridges with Incomplete As-Built Information	cs.CE	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30940v1	2026-08-31T15:12:51Z	MusGU+: Toward a Musician-Centered Evaluation Framework and Discovery Tool for Generative Music AI	cs.SD,cs.AI,cs.CY,eess.AS	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30941v1	2026-08-31T15:13:20Z	Compensation in continuous symmetric trilayered planar ferrimagnet	cond-mat.stat-mech	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30942v1	2026-08-31T15:13:49Z	Subconvexity of Short $k$-Free Exponential Sums in $\mathbb{F}_q[t]$	math.NT	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30943v1	2026-08-31T15:15:40Z	The DSA/Chronoscope fast radio burst survey: forecasts and science overview	astro-ph.HE,astro-ph.CO,astro-ph.IM	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30944v1	2026-08-31T15:15:48Z	Nonparametric Contextual Pricing and Inventory Learning under Censored Demand	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30945v1	2026-08-31T15:16:01Z	Breaking the Exponential Barrier: The First Polynomial-Time Algorithm for the Győri-Lovász Theorem	cs.DS,math.CO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30946v1	2026-08-31T15:17:01Z	Reproducible macroscopic dynamics in a closed-loop human-AI learning system	cs.LG,nlin.AO	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30947v1	2026-08-31T15:17:10Z	Exact Factorizations of Rank-One Pointed Hopf Algebras in Positive Characteristic, I	math.QA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30948v1	2026-08-31T15:18:01Z	Detecting AI Impostors: How Do Middle Schoolers Identify LLM Agents in a Live Collaborative Setting?	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30949v1	2026-08-31T15:19:26Z	MULTI3IR: A Benchmark for Multi-perspective Multi-domain Multi-modal Information Retrieval	cs.IR	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30950v1	2026-08-31T15:22:04Z	Saha's ionization in the Schwarzschild spacetime	gr-qc,physics.plasm-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30951v1	2026-08-31T15:22:05Z	Audio-Driven Adversarial Defense for 3D Talking Face Generation with totally Visual Fidelity Preservation	cs.CV,cs.MM	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30952v1	2026-08-31T15:22:19Z	One Policy Is Enough: Single-Agent Reinforcement Learning Outperforms Tree Search for Chemistry Tool Learning	cs.LG,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30953v1	2026-08-31T15:22:54Z	Interfacial Spin-to-Charge Conversion in Sputtered MoTe2 Heterostructures Probed by Spin Pumping and Spin-Torque Ferromagnetic Resonance	cond-mat.mes-hall,cond-mat.mtrl-sci,cond-mat.other	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30954v1	2026-08-31T15:23:33Z	Clock-Gating Insertion Strategies on an Open-Source MSP430 Core: A Reproducible PPA Study and a Gate-Level Simulation Caveat	cs.AR	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30955v1	2026-08-31T15:23:43Z	Learning Action Models with Conditional and Quantified Effects via Uncertainty-Guided Exploration	cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30956v1	2026-08-31T15:24:19Z	Taking the Whys Seriously: Limitations of Counterfactual Explanations in Justification and Recourse	cs.CY,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30957v1	2026-08-31T15:24:23Z	Viable Pool Sizing for On-Chain FX Liquidity: Amplification, Capital, and Resilience	cs.CE	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30958v1	2026-08-31T15:25:16Z	From spectroscopic abundances to evolutionary [$α$/Fe] in stellar models	astro-ph.SR,astro-ph.GA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30959v1	2026-08-31T15:26:00Z	LOCI: A Locator-Critic with Refinement Loop	cs.CV,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30960v1	2026-08-31T15:26:59Z	Singular Curvature in ReLU Training:Differentiation and the Gradient-Flow Limit Need Not Commute	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30961v1	2026-08-31T15:27:04Z	Asymptotic Bounds on Generalized Covering Radii of Binary Primitive BCH Codes	cs.IT,math.CO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30962v1	2026-08-31T15:27:58Z	SCI-D$^2$NN: An Optimization Framework for OAM-Multiplexed FSO Communications	eess.SP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30963v1	2026-08-31T15:28:17Z	A Universal Context-Reuse Layer for Cross-Model KV Sharing	cs.LG,cs.AI	core-daily-full-semantic-screen	retained	retained: durable AI-system mechanism or ownership/evaluation-contract delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30964v1	2026-08-31T15:28:39Z	Vision Models Predict Urban Scene Appraisal with Limited Neural Alignment	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30965v1	2026-08-31T15:29:35Z	Higher genus Cherry flows and full families of GIETs	math.DS	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30966v1	2026-08-31T15:29:41Z	Resource supply dynamics control stability and chaos in complex ecosystems	q-bio.PE	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30967v1	2026-08-31T15:30:17Z	B-Frames, B-Riesz basis, and Their tensor products	math.FA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30968v1	2026-08-31T15:33:38Z	CogEvol: Towards Efficient and Reliable Learning Environment Generation	cs.CL,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30969v1	2026-08-31T15:34:16Z	DP-VOXLET: Provable Speaker Anonymization for Disentangled Speech Representations	cs.CR	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30970v1	2026-08-31T15:34:32Z	On a pointwise estimate for a weighted rough singular integral operator in stratified Lie groups and applications	math.AP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30971v1	2026-08-31T15:34:54Z	The Hermon Moment: AI Self-Transcendence and Its Human Narration	cs.CY,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30972v1	2026-08-31T15:35:01Z	Öpik-type collision frequency for Kozai-driven projectiles: Target bodies on eccentric and inclined orbits	astro-ph.EP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30973v1	2026-08-31T15:35:56Z	Pseudo-Anosov flow and dynamics on guts	math.GT,math.DS	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30974v1	2026-08-31T15:36:13Z	CoJEPA: Combining Contrastive Learning and JEPA for Global-Local Music Representations	cs.SD,cs.AI,cs.LG,eess.AS,eess.SP	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30975v1	2026-08-31T15:36:24Z	MR-JEPA: A General Purpose Video Foundation Model for Cardiac MRI	cs.CV,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30976v1	2026-08-31T15:36:41Z	A Human-in-the-Loop Autonomous Agent for Industry Time Series Forecasting	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30977v1	2026-08-31T15:36:49Z	Adaptive Observer of Nonlinear One-Sided Lipschitz Systems Using Estimated State Regressors With Finite Excitation	eess.SY	weekly-route-trigger-check	pre-denominator closure	weekly-filtered category without an in-window Daily trigger or cross-listed durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30978v1	2026-08-31T15:37:39Z	Sparse Competition during Training For the Emergence of Specialized Modules	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30979v1	2026-08-31T15:37:43Z	A $(q,t)$-Overview of $q$-Analogs	math.CO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30980v1	2026-08-31T15:37:51Z	Evaluating and Improving LLM Self-Modeling	cs.CL,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30981v1	2026-08-31T15:38:47Z	Particle-Mediated Tuning of Defect Stability in Lamellar Block Copolymer Systems	cond-mat.soft,physics.chem-ph,physics.comp-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30982v1	2026-08-31T15:40:05Z	Efficiency of cooperation incentives in evolutionary population games under payoff-observation errors	math.OC	triggered-backstop-check	pre-denominator closure	triggered-backstop category without a qualifying Daily trigger or durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30983v1	2026-08-31T15:42:20Z	Autonomously Acquiring Robot Manipulation Skills with Language-Driven Quality-Diversity	cs.RO	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30984v1	2026-08-31T15:42:48Z	Semantic-Aware Sub-Band Allocation for Terahertz Communications	eess.SP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
