source_family_id	arxiv_id	screening_route	title	decision	owner	reason	title_abstract_sha256
SF-2026-ARXIV-2606-28471	2606.28471	core_daily_semantic_review_required	Data and Evaluation Closed-Loop for Model Capability Enhancement	retain	TRAIN-DATA	以 capability slice 将 evaluation failure 反向映射为可检验 data intervention，并允许判定 data 非根因。	598a8c88f7463d57a3078426e7af1b04cb924659b12f7f7111c8e76cfaa47d11
SF-2026-ARXIV-2606-28474	2606.28474	not_routed_by_keyword_contract	Anatomy-Grounded Synthetic Coronary Angiography for Geometry-Informed Multi-View Matching	closure	—	《Anatomy-Grounded Synthetic Coronary Angiography for Geometry-Informed Multi-View Matching》的摘要问题为：Accurate correspondence matching across multiple angiographic views is the prerequisite for 3D coronary reconstruction and interventional guidance.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	a6f598bcef8e6a90df47734267d438bd36649260f8bba85cb7086a7182847152
SF-2026-ARXIV-2606-28475	2606.28475	core_daily_semantic_review_required	Improvement of Robot's Simultaneous Localization and Mapping Using an Effective Transformation to Achieve Linear Model	closure	—	《Improvement of Robot's Simultaneous Localization and Mapping Using an Effective Transformation to Achieve Linear Model》的摘要问题为：Nowadays mobile robots have wide engineering applications.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	94d017a11da8b22d91b84cdb42bf65314b36d6a6122b3eb18ded522e7468b1b0
SF-2026-ARXIV-2606-28476	2606.28476	keyword_daily_semantic_review_required	FADA: Few-Shot Domain Adaptation via Dynamics Alignment for Humanoid Control	closure	—	《FADA: Few-Shot Domain Adaptation via Dynamics Alignment for Humanoid Control》的摘要问题为：High-precision humanoid control is limited by target-domain dynamics mismatch, where the same control objective can induce different realized motions under changes in terrain, payload, or actuator response.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	29b6e4867d1305f3b07ce9ced6f5d6a419ef204816a0d71716eb5793dd9508e1
SF-2026-ARXIV-2606-28479	2606.28479	core_daily_semantic_review_required	Decomposing Memorization Reduction in Privacy-Preserving Fine-Tuning of SLMs for CSIRTs	retain	TRAIN-LORA	用 matched-update controls 分离 DP guarantee、pseudonymization 与 optimizer-step memorization effect。	9d44793f8ae5663ed000edffd68d08024515bdcec2484e4a68b02f366b909f3e
SF-2026-ARXIV-2606-28480	2606.28480	core_daily_semantic_review_required	TUA-Bench: A Benchmark for General-Purpose Terminal-Use Agents	retain	PLATFORM-EVALUATION-SYSTEM	把 terminal-use agent 扩展到非 coding workflow，并用 deterministic setup/execution scoring 约束 release claim。	881f324208ea68415fb95431adada1a3c1bf04db35aba2cdf5c834bbabfb6b7e
SF-2026-ARXIV-2606-28486	2606.28486	core_daily_semantic_review_required	Spectral phase transitions and trainability in neural network learning dynamics	closure	—	《Spectral phase transitions and trainability in neural network learning dynamics》的摘要问题为：The emergence of low-dimensional structures in the spectra of neural network weight matrices is a common empirical feature of trained models, but the dynamical origin of this phenomenon during learning remains an open problem.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	d9126d00d4d1e70b61be43c4a25965b7b8ebb612219e763d6cc92997d6b2a4ba
SF-2026-ARXIV-2606-28510	2606.28510	core_daily_semantic_review_required	Generative AI Literacy Training Improves Intelligence Analysts' Discrimination of Real and AI-Generated Images	closure	—	《Generative AI Literacy Training Improves Intelligence Analysts' Discrimination of Real and AI-Generated Images》的摘要问题为：Across social and online platforms, people are increasingly exposed to AI-generated images.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	9e7b676a9c5abd01bf818c61ae2ac01a32f15e6bd78ad383d4f29fd7950ed36e
SF-2026-ARXIV-2606-28513	2606.28513	core_daily_semantic_review_required	HDDPM: Heteroscedastic Denoising Diffusion Probabilistic Model for Quantitative Low-Count Brain PET Recovery	closure	—	《HDDPM: Heteroscedastic Denoising Diffusion Probabilistic Model for Quantitative Low-Count Brain PET Recovery》的摘要问题为：Positron emission tomography (PET) seeks to balance diagnostic quality with ra-diation dose.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	3d46a2318a818f19921fb88bb7186fb02228c19dbfecfe5660d202058ac59c79
SF-2026-ARXIV-2606-28514	2606.28514	core_daily_semantic_review_required	GPTNT: Benchmarking Real-Time Collaboration Between Multimodal Agents on Keep Talking And Nobody Explodes	retain	AGENT-MULTI-AGENT	以真实异步倒计时、信息不对称与不可单独完成任务测量实时 collaboration。	955c771fcfccb17bd93b8c614a8b2c80c40d7df46fe2395a0a004ddf3c37f887
SF-2026-ARXIV-2606-28516	2606.28516	core_daily_semantic_review_required	CLEAR-MoE: Shared-Basis Expert Extraction from Frozen Vision Transformers via Calibration-Driven Layer Selection	closure	—	《CLEAR-MoE: Shared-Basis Expert Extraction from Frozen Vision Transformers via Calibration-Driven Layer Selection》的摘要问题为：We present CLEAR-MoE, a four-phase post-training pipeline that converts a frozen pretrained Vision Transformer (ViT) into a sparse Mixture-of-Experts (MoE) model without updating backbone weights.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	9f13d7b6a5db1e971ea2ad7294be258bd88e71f880919fc8e319bc1442883cc5
SF-2026-ARXIV-2606-28519	2606.28519	core_daily_semantic_review_required	A Trainable-by-Parts Operator Learning Framework: Bridging DeepONet and Karhunen-Loeve Expansions for Large-Scale Applications	closure	—	《A Trainable-by-Parts Operator Learning Framework: Bridging DeepONet and Karhunen-Loeve Expansions for Large-Scale Applications》的摘要问题为：Training operator-learning models for large-scale problems governed by partial differential equations (PDEs) is challenging due to the curse of dimensionality, memory constraints, and limited training data.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	8cffb3b317da1afb5ed2ef8109d76915a9d612ee2c5437d0b235597a227e3053
SF-2026-ARXIV-2606-28520	2606.28520	core_daily_semantic_review_required	Detecting Clinical Hallucinations in LVLMs via Counterfactual Visual Grounding Uncertainty	closure	—	《Detecting Clinical Hallucinations in LVLMs via Counterfactual Visual Grounding Uncertainty》的摘要问题为：Large vision-language models (LVLMs) are increasingly used for clinical image understanding, yet they remain vulnerable to \emph{hallucinations}--producing textual findings or attributes not supported by the image.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	93704e950ac2f1bf8d6116f447232129d76d6d08f1627500b39c97dfa0bdad19
SF-2026-ARXIV-2606-28524	2606.28524	core_daily_semantic_review_required	Developmental Trajectories of Situation Modeling and Mentalizing in Transformer Language Models	closure	—	《Developmental Trajectories of Situation Modeling and Mentalizing in Transformer Language Models》的摘要问题为：Recent work suggests that Large Language Models (LLMs) are sensitive to the belief states of agents described by text, as measured by the false belief task (FBT), yet persistent concerns of construct validity remain.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	78f06070adbacbf3bd81c6a6a7dbf092d1057574619b42302a2c381d80d25327
SF-2026-ARXIV-2606-28525	2606.28525	core_daily_semantic_review_required	A Gravitational Interpretation of Fine-Tuning Reversion	closure	—	《A Gravitational Interpretation of Fine-Tuning Reversion》的摘要问题为：Fine-tuning on harmless data can partially undo behaviors acquired earlier in training.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	36e1e144a8a3c74167a1e8b62808e142d19882544e9986468081e9bf58dbef55
SF-2026-ARXIV-2606-28526	2606.28526	core_daily_semantic_review_required	A French OSCE Dialogue Dataset and Controllable Virtual Patient System for Clinical Training	closure	—	《A French OSCE Dialogue Dataset and Controllable Virtual Patient System for Clinical Training》的摘要问题为：The clinical and communication skills of medical students are commonly assessed through Objective Structured Clinical Examinations (OSCEs), which consist of brief scenario-driven simulations of doctor-patient interactions.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	0536449203659cb2cd75bc7670e8dccb06cf11540810e56253b19f35174ca89a
SF-2026-ARXIV-2606-28529	2606.28529	core_daily_semantic_review_required	The Speedup Paradox: Rethinking Inference Speed-Quality Trade-off in Embodied Tasks	retain	INFER-REQUEST-LIFECYCLE	把 embodied inference optimization 从 per-step latency 扩展到 closed-loop task time、success 与 hardware-dependent sweet spot。	59a8ae852099219578a6f72cf9097d60057b352301be1fa0a9cab56352114cc2
SF-2026-ARXIV-2606-28531	2606.28531	core_daily_semantic_review_required	A Good Talk Does not Look Like a Summary, It Teaches You! Measuring Takeaways from Paper-to-Video Talks	closure	—	《A Good Talk Does not Look Like a Summary, It Teaches You! Measuring Takeaways from Paper-to-Video Talks》的摘要问题为：Automatically generated videos from scientific papers are increasingly used for education and research dissemination.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	686cd2983708cfc69476615af8abff0c0a08e624a0ef32150b65e8c209ed9ea3
SF-2026-ARXIV-2606-28533	2606.28533	core_daily_semantic_review_required	CMSL: Constructive Multi-Sequence Learning for Recommendation Systems	closure	—	《CMSL: Constructive Multi-Sequence Learning for Recommendation Systems》的摘要问题为：Sequence learning has emerged as the promising paradigm in recommendation systems, surpassing traditional Deep Learning Recommendation Models (DLRM) by capturing the temporal nuances of user behavior.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	c57b7761f05db2540d3db029ae26a32be4a454d053eae7c7cbb7a841f01f326d
SF-2026-ARXIV-2606-28534	2606.28534	core_daily_semantic_review_required	High-Performance Resilient Multi-GPU Hybrid Particle-in-Cell Monte Carlo Simulations at Scale	closure	—	《High-Performance Resilient Multi-GPU Hybrid Particle-in-Cell Monte Carlo Simulations at Scale》的摘要问题为：The increasing demand for high-performance computing in plasma physics has driven scalable and resilient simulation methods capable of efficiently exploiting modern multi-GPU architectures.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	cb6ccd2e9a04ec01e7b23fc9d046645abb17f80aa4122a1fa19aabd594af9537
SF-2026-ARXIV-2606-28537	2606.28537	core_daily_semantic_review_required	MammoFlow: Multiview Mammogram Synthesis with Anatomically Consistent Flow Matching	closure	—	《MammoFlow: Multiview Mammogram Synthesis with Anatomically Consistent Flow Matching》的摘要问题为：Multiview mammography relies on paired craniocaudal (CC) and mediolateral oblique (MLO) views to provide complementary projections of a 3D breast volume, enabling precise anomaly localization.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	81e78543d46d5762af1429f980d46f900751b3ebd5463e3fc5d07380690e217a
SF-2026-ARXIV-2606-28538	2606.28538	core_daily_semantic_review_required	Legal Domain Adaptation of Modern BERT Models	closure	—	《Legal Domain Adaptation of Modern BERT Models》的摘要问题为：We investigate domain adaptation of modern BERT models in the legal domain.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	421901058dbd2717e9dea0df3186f99b0896023a807e3506b1b03865ad6d33f5
SF-2026-ARXIV-2606-28542	2606.28542	not_routed_by_keyword_contract	KoAT: Automatic Complexity and Termination Analysis of Integer Programs	closure	—	《KoAT: Automatic Complexity and Termination Analysis of Integer Programs》的摘要问题为：KoAT is a tool to automatically infer complexity bounds and prove termination of (possibly recursive) integer programs.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	f5fd53c17ab9ad3d311791bd63457e40b4f19332627c76cf298253e2ef9f5c24
SF-2026-ARXIV-2606-28544	2606.28544	core_daily_semantic_review_required	Who Plays Which Role When? Communication Role Dynamics for Peer Recognition and Team Performance Prediction	closure	—	《Who Plays Which Role When? Communication Role Dynamics for Peer Recognition and Team Performance Prediction》的摘要问题为：Team roles offer an interpretable lens on collaboration, yet computational studies of roles often rely on domain-specific personas or data-driven clustering rather than theory-grounded taxonomies.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	a60e1bec82474d46204ada1676fd624663d5198df8ae32fafda5efae3f2bfcff
SF-2026-ARXIV-2606-28546	2606.28546	core_daily_semantic_review_required	NIVA: A Multimodal Foundation Model for Actionable Earth System Intelligence	closure	—	《NIVA: A Multimodal Foundation Model for Actionable Earth System Intelligence》的摘要问题为：Recent advances in AI-driven weather and climate modeling have improved forecast skill while reducing computational cost.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	c748e7ea795ae672d5215858a6e8e6e7faf7fae8211d6416a61c1d4525716b1f
SF-2026-ARXIV-2606-28548	2606.28548	core_daily_semantic_review_required	Turn-Averaged SAEs for Feature Discovery and Long-Context Attribution	closure	—	《Turn-Averaged SAEs for Feature Discovery and Long-Context Attribution》的摘要问题为：Sparse autoencoders (SAEs) have become a useful tool for extracting interpretable features in language models.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	fac685902f86e3b764ef6841f1ed23666a20d50998067d9b0ff71a35db98bd44
SF-2026-ARXIV-2606-28551	2606.28551	core_daily_semantic_review_required	DataComp-VLM: Improved Open Datasets for Vision-Language Models	retain	TRAIN-DATA	用固定 model/token budget 与多数据类型 corpus 建立 VLM data curation、mixing 与 release artifact 的可复算合同。	de1779ea68fb7334ca4ebc3d86ce4f3c86a70c39dadda10d63b8dd8cdcb6c44e
SF-2026-ARXIV-2606-28553	2606.28553	core_daily_semantic_review_required	Improving Coherence in Hierarchical Time Series Forecasting using Structured Temporal Fusion	closure	—	《Improving Coherence in Hierarchical Time Series Forecasting using Structured Temporal Fusion》的摘要问题为：In many real-world applications, such as retail sales, energy usage, and supply chain planning, forecasting is performed across hierarchical structures.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	806e4d2912925c4882f876c7aac6ee72b2fd99c93ff32c8abaae701b02e87120
SF-2026-ARXIV-2606-28555	2606.28555	not_routed_by_keyword_contract	Robotic Arm-Based Spectral Sensing for Strawberry Positioning and Non-Destructive Sweetness Measurement	closure	—	《Robotic Arm-Based Spectral Sensing for Strawberry Positioning and Non-Destructive Sweetness Measurement》的摘要问题为：Accurate assessment of sweetness is essential for quality control in agriculture, yet conventional methods rely on destructive sampling and are difficult to scale.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	019ca5769a4684ba401e7d80978421d30f344912c8cabde415e77f5de62b0dd3
SF-2026-ARXIV-2606-28556	2606.28556	core_daily_semantic_review_required	IMCBench: A benchmark for multimodal LLMs in Image-grounded Medical Conversations	closure	—	《IMCBench: A benchmark for multimodal LLMs in Image-grounded Medical Conversations》的摘要问题为：Recent advances in large language models and vision-language models have enabled reasoning over multimodal data, offering opportunities for clinical applications such as decision support and triaging.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	542c619f21982c249532700048b7a7461a327a17b2735bdc3645de3d4c189e0f
SF-2026-ARXIV-2606-28560	2606.28560	core_daily_semantic_review_required	Depth-Staggered Fibonacci Spacing for Sparse Attention: Static Schedules Beat Learned Dilation and Extrapolate Where Dense Attention Fails	retain	MODEL-LONG-CONTEXT	以 matched small-model study 反证 learned sparse spacing 必然优于 static schedule，并暴露 train-length 与 extrapolation 的反向取舍。	9778aa119a7b00d766704b255640114c106a5bc05a63a00d24bde9ce4c1ad65a
SF-2026-ARXIV-2606-28562	2606.28562	core_daily_semantic_review_required	SEAD: Competence-Aware On-Policy Distillation via Entropy-Guided Supervision	retain	TRAIN-GRPO	按 student competence 在 token、phase、prompt 三个尺度控制 on-policy distillation supervision。	b8c1f3b9984691af970e85a4f0295bd7337a40a6ef6295ae3ca7d2d761def832
SF-2026-ARXIV-2606-28565	2606.28565	core_daily_semantic_review_required	KernelSight-LM: A Kernel-Level LLM Inference Simulator	retain	INFER-REQUEST-LIFECYCLE	把 serving scheduler、kernel、communication 与 host overhead 组合成 token/kernel-level capacity simulator。	577a19f1027617f0bdd827eb319c77e31f31de5a738ee11b3b5e7602252e7ffb
SF-2026-ARXIV-2606-28566	2606.28566	core_daily_semantic_review_required	R$^2$-Searcher: Calibrating Retrieval and Reasoning Boundaries for Agentic Search	closure	—	《R$^2$-Searcher: Calibrating Retrieval and Reasoning Boundaries for Agentic Search》的摘要问题为：Recent search agents for multi-hop reasoning often fail by either retrieving incomplete evidence or reasoning over irrelevant portions of the retrieved content, leading to a retrieval-reasoning boundary shift.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	239721d11bfcfaffdf0776659b609ca65085a2c59cac843d502ac8ce0bee216b
SF-2026-ARXIV-2606-28568	2606.28568	core_daily_semantic_review_required	KM-Speaker: Keypoint-Based Style Control for High-Quality Speech-Driven 3D Facial Animation and Dialogue Localization	closure	—	《KM-Speaker: Keypoint-Based Style Control for High-Quality Speech-Driven 3D Facial Animation and Dialogue Localization》的摘要问题为：Speech-driven 3D facial animation methods face significant challenges in simultaneously achieving high-fidelity motion and precise artistic control at production quality.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	e5fa1faf17bc3fccaf05c089684ebccbf7ae9ba4b835d99c05d7bf003fdf96d1
SF-2026-ARXIV-2606-28570	2606.28570	core_daily_semantic_review_required	Digitizing Coaching Intelligence: An Agentic Framework for Holistic Athlete Profiling using VLM and RAG	closure	—	《Digitizing Coaching Intelligence: An Agentic Framework for Holistic Athlete Profiling using VLM and RAG》的摘要问题为：Athlete assessment is a critical process for tracking physical progress and identifying elite talent.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	42a974feeaf8efe1b67506f3c741f63297caa32770bebb143fb95297742d082d
SF-2026-ARXIV-2606-28572	2606.28572	core_daily_semantic_review_required	Geometric Measurements of the Axiom of Choice in Neural Proof Embeddings	closure	—	《Geometric Measurements of the Axiom of Choice in Neural Proof Embeddings》的摘要问题为：The axiom of choice has divided the foundations of mathematics for over a century, but the distinction between classical and constructive proofs has remained a philosophical and methodological one.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	110b22f3f197b29aa6dc5d2582eaf84d3872c1a0a8d88cfde98139e1716f549d
SF-2026-ARXIV-2606-28573	2606.28573	core_daily_semantic_review_required	Replica Symmetry Breaking and Algorithmic Thresholds in Empirical Risk Minimization under Multi-Index Model	closure	—	《Replica Symmetry Breaking and Algorithmic Thresholds in Empirical Risk Minimization under Multi-Index Model》的摘要问题为：Modern machine learning models are trained by optimizing high-dimensional non-convex empirical risk functions.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	6a74401980355702da2b7bc4345035fa28d43ee07b70c9ae5a7f515fb940d225
SF-2026-ARXIV-2606-28574	2606.28574	core_daily_semantic_review_required	Correct codes for the wrong reasons? validating LLMs as measurement instruments for theoretical constructs	retain	PLATFORM-EVALUATION-SYSTEM	把 LLM coder 的表面一致性与 theoretical construct validity 分开，并要求 clause-level extractive evidence。	bf83ea659477ab099935b17cc0fd400c09e7e73e24c7748cdde78c613296c677
SF-2026-ARXIV-2606-28578	2606.28578	core_daily_semantic_review_required	Surrogate-Gated Generation and Foundation-Model Embeddings for Bayesian Materials Design	closure	—	《Surrogate-Gated Generation and Foundation-Model Embeddings for Bayesian Materials Design》的摘要问题为：Closed-loop materials discovery iterates between proposing candidate structures and evaluating their properties, and property evaluation dominates the cost.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	3b4765c05cb44055e1c79ad6a135f0e50725e0dd29cbfa8889e7357ba0944c96
SF-2026-ARXIV-2606-28581	2606.28581	not_routed_by_keyword_contract	SatSplat: Geometrically-Accurate Gaussian Splatting for Satellite Imagery	closure	—	《SatSplat: Geometrically-Accurate Gaussian Splatting for Satellite Imagery》的摘要问题为：High-resolution satellite imagery demands 3D reconstruction methods that deliver both speed and geometric accuracy.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	65729d1623bf7a4accf93a66ef0275882469f4269cc2bad03da656d34f86a67a
SF-2026-ARXIV-2606-28589	2606.28589	core_daily_semantic_review_required	Search for Truth from Reasoning: A Dynamic Representation Editing Framework for Steering LLM Trajectories	closure	—	"《Search for Truth from Reasoning: A Dynamic Representation Editing Framework for Steering LLM Trajectories》的摘要问题为：Current approaches to enhance Large Language Model (LLM) reasoning, such as Chain-of-Thought and ""Wait"" prompts, primarily encourage models to think more, yet often fail to guide them toward Truth.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。"	9d543a1a914da727032e4ece7b03940ded3dcb38cc663a84d9d93a22920261fd
SF-2026-ARXIV-2606-28592	2606.28592	not_routed_by_keyword_contract	Embodiment Meets Environment: Toward Context-Aware, Safe Physical Caregiving Robots	closure	—	《Embodiment Meets Environment: Toward Context-Aware, Safe Physical Caregiving Robots》的摘要问题为：Physical caregiving robots need to assist different users with different tasks in diverse environments, and they come in many embodiments.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	861329c79df411c43cdc2e35f3fe79d4c03a44c0bc6f02e19248cd948cca04df
SF-2026-ARXIV-2606-28593	2606.28593	core_daily_semantic_review_required	Animation2Code: Evaluating Temporal Visual Reasoning in Video-to-Code Generation	closure	—	《Animation2Code: Evaluating Temporal Visual Reasoning in Video-to-Code Generation》的摘要问题为：While recent vision-language models (VLMs) have achieved significant improvements on static visual-to-code tasks such as generating code for webpages, charts, or SVGs, it remains unclear whether they can recover temporal dynamics when motion is present.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	5eac7307ffb2b11187ad4d1c3105c195fadafdb6b691fb329ccc38fa9875d78a
SF-2026-ARXIV-2606-28598	2606.28598	core_daily_semantic_review_required	Conformal Prediction with Macro-Coverage Guarantees	closure	—	《Conformal Prediction with Macro-Coverage Guarantees》的摘要问题为：Prediction sets should have high coverage to be useful, but some coverage notions are more practically relevant than others.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	c97efff3db1949ad4c47cafa2a2184558762211b1ca118ed99901de754a65bb5
SF-2026-ARXIV-2606-28600	2606.28600	core_daily_semantic_review_required	Neuromorphic Energy-Aware Learning for Adaptive Deep Brain Stimulation	closure	—	《Neuromorphic Energy-Aware Learning for Adaptive Deep Brain Stimulation》的摘要问题为：Neuromorphic and edge computing research has focused on reducing the inference cost of neural network controllers, yet in physical closed-loop systems the actuator can rival or exceed an efficient controller in energy.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	cadae8cfcc69eae8d3712820c0a710337c4661077406c97500ca679a54887bd5
SF-2026-ARXIV-2606-28601	2606.28601	core_daily_semantic_review_required	Database Context Compression for Text-to-SQL on Real-World Large Databases	closure	—	《Database Context Compression for Text-to-SQL on Real-World Large Databases》的摘要问题为：Recent progress in Text-to-SQL has been driven by stronger language models and prompting strategies, yet performance on real enterprise benchmarks such as Spider 2.0 and BIRD remains far below that on classical academic datasets.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	5b235f1a603b53705695f4c916edd780821663ce0a1801ccfba9ce7c1a5cba48
SF-2026-ARXIV-2606-28604	2606.28604	not_routed_by_keyword_contract	IMU-HOI: A Symbiotic Framework for Coherent Human-Object Interaction and Motion Capture via Contact-Conscious Inertial Fusion	closure	—	《IMU-HOI: A Symbiotic Framework for Coherent Human-Object Interaction and Motion Capture via Contact-Conscious Inertial Fusion》的摘要问题为：Capturing full-body human motion with object interactions is crucial for AR/VR and robotics applications, yet it remains challenging for conventional vision-based methods due to occlusions and constrained capture volumes.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	18d7d66b7e403d6dd324b1cf9ff46cec9b23ce1a6b20ec1c0898d3ec449025ef
SF-2026-ARXIV-2606-28607	2606.28607	core_daily_semantic_review_required	Fast and Accurate Outlier-Aware LiDAR Super-Resolution for SLAM Applications	closure	—	《Fast and Accurate Outlier-Aware LiDAR Super-Resolution for SLAM Applications》的摘要问题为：This work tackles the challenge of enhancing low-resolution LiDAR sensors for SLAM applications through a novel Deep Unrolling-based Super-Resolution (SR) model.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	6ec8124dc49ec2862e146ead2d755fa97ad35575d42d3187d75ab82277a3c1a8
SF-2026-ARXIV-2606-28615	2606.28615	core_daily_semantic_review_required	What LLMs explain is not what they believe: Evaluating explanation sufficiency under models' own input beliefs	retain	PLATFORM-EVALUATION-SYSTEM	把 free-text explanation sufficiency 绑定显式 input distribution 与 self-consistent information metric。	642c85b626464235f1cf7ab46c8be9056341b12b9a4cfb1fff6e68dad4b357e6
SF-2026-ARXIV-2606-28616	2606.28616	core_daily_semantic_review_required	Randomized Exploration for Linear Bandits via Absolute Perturbations	closure	—	《Randomized Exploration for Linear Bandits via Absolute Perturbations》的摘要问题为：In stochastic linear bandits, the canonical Upper Confidence Bound (UCB) algorithm admits a simple frequentist regret analysis but can be computationally demanding, while Thompson Sampling (TS) is computationally attractive yet typically harder to analyze due to its non-optimistic nature.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	66c4e596f40d8399c4b942a8bae9371a37ca932d85bc55a6831db8127436d532
SF-2026-ARXIV-2606-28617	2606.28617	not_routed_by_keyword_contract	A Fast Convergent Algorithm for Solving Non-convex Partially-Decoupled Generalized Nash Equilibrium Problems	closure	—	《A Fast Convergent Algorithm for Solving Non-convex Partially-Decoupled Generalized Nash Equilibrium Problems》的摘要问题为：Solving multi-agent optimal control problems in aerospace such as pursuit-evasion and contested space operations can be modeled as non-convex differential games for which, there are limited algorithms.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	a6755319e61851054f32ffd063707eea6183bcc365c2eaad46a6e76da09826e3
SF-2026-ARXIV-2606-28618	2606.28618	keyword_daily_semantic_review_required	Evaluating LLMs on Java Code Snippet Adaptation Using a Mutation-Injection Framework	closure	—	《Evaluating LLMs on Java Code Snippet Adaptation Using a Mutation-Injection Framework》的摘要问题为：Background: Developers frequently reuse code by copying fragments and adapting them to fit new contexts.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	2a41c15ac6ce07ccdd7dcbf67870b8232f8d825a9aad9eea383f2644ceed3551
