arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.23851	2026-04-27	Bayesian change-plane regression	pre-denominator closure	全量 title+abstract 复核后关闭 `Bayesian change-plane regression`：它公开的具体问题/机制是“Change-plane regression represents treatment effect heterogeneity through an interpretable rule that assigns patients to two groups according to whether a linear score of baseline covariates crosses a threshold. Although easy to communicate, likelihood-based inference for the hard threshold is nonregular, invalidating standard large-sample approximations. We develop a Bayesian framework that replaces the sharp indicator with a smooth probit gate at a declared smoothing scale and treats the smoothed subgroup rule as”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23852	2026-04-27	Generalized Aubry-André formula and continuity of the intersection spectrum of the Almost Mathieu operator	pre-denominator closure	全量 title+abstract 复核后关闭 `Generalized Aubry-André formula and continuity of the intersection spectrum of the Almost Mathieu operator`：它公开的具体问题/机制是“We consider the spectrum of the Almost Mathieu operator (AMO) and show that the moments of the restriction of the Lebesgue measure to the intersection spectrum $\text{Leb}|_{Σ_{α,λ}}$ are polynomials in coupling $λ$ with coefficients that are trigonometric polynomials in frequency $α$. The statement can be considered as a generalization of the Aubry-André formula for the measure of the spectrum of AMO. As a corollary, we obtain that the restriction of the Lebesgue measure to the intersection spectrum that we denote”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23853	2026-04-27	ClawTrace: Cost-Aware Tracing for LLM Agent Skill Distillation	retained	Skill-distillation pipelines learn reusable rules from LLM agent trajectories, but they lack a key signal: how much each step costs.  改变 `PLATFORM-TRACE` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	PLATFORM-TRACE	deep_complete	Integrate
2604.23854	2026-04-27	Does Machine Unlearning Preserve Clinical Safety? A Risk Analysis for Medical Image Classification	pre-denominator closure	全量 title+abstract 复核后关闭 `Does Machine Unlearning Preserve Clinical Safety? A Risk Analysis for Medical Image Classification`：它公开的具体问题/机制是“The application of Deep Learning in medical diagnosis must balance patient safety with compliance with data protection regulations. Machine Unlearning enables the selective removal of training data from deployed models. However, most methods are validated primarily through efficiency and privacy-oriented metrics, with limited attention to clinically asymmetric error costs.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23855	2026-04-27	Learning Selective LLM Autonomy from Copilot Feedback in Enterprise Customer Support Workflows	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Learning Selective LLM Autonomy from Copilot Feedback in Enterprise Customer Support Workflows` 的具体问题/机制为：We present a deployed system that automates end-to-end customer support workflows inside an enterprise Business Process Management (BPM) platform.；摘要证据线索为：In production, it automated 45% of sessions and reduced average handling time by 39% without degrading support quality level.。排除边界：其属于表示或生成质量的局部改进，没有改变 modality identity、生成提交或物理反馈闭环；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23856	2026-04-27	Very weak solutions of the heat equation with anisotropically singular time-dependent diffusivity	pre-denominator closure	全量 title+abstract 复核后关闭 `Very weak solutions of the heat equation with anisotropically singular time-dependent diffusivity`：它公开的具体问题/机制是“We investigate the heat equation with a time-dependent, anisotropic, and potentially singular diffusivity tensor. Since weak (in the Sobolev sense) or distributional solutions may not exist in this setting, we employ the framework of very weak solutions to establish the existence and uniqueness of solutions to the heat equation with singular, anisotropic, time-dependent diffusivity.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23857	2026-04-27	Dissipative Vortex Binaries in Compact Fluid Domains with Geometric Corrections	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Dissipative Vortex Binaries in Compact Fluid Domains with Geometric Corrections` 的具体问题/机制为：We study a dissipative extension of vortex-binary motion in a doubly periodic fluid domain.；摘要证据线索为：These results highlight the interplay between Hamiltonian structure, dissipation, and geometry in periodic fluid systems.。排除边界：其训练技巧未重新分配 dataset/objective/checkpoint/runtime ownership，也未改变旧训练路径的适用边界；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23858	2026-04-27	Latent Inter-Frame Pruning: A Training-Free Method Bridging Traditional Video Compression and Modern Diffusion Transformers for Efficient Generation	pre-denominator closure	全量 title+abstract 复核后关闭 `Latent Inter-Frame Pruning: A Training-Free Method Bridging Traditional Video Compression and Modern Diffusion Transformers for Efficient Generation`：它公开的具体问题/机制是“Video generation, while capable of generating realistic videos, is computationally expensive and slow, prohibiting real-time applications. In this paper, we observe that video latents encoded via an autoencoder under the Latent Diffusion Model (LDM) framework contain redundancy along the temporal axis. Analogous to how traditional video compression algorithms avoid transmitting redundant frame data, we propose the Latent Inter-frame Pruning framework to prune (skip the re-computation of) duplicated latent patches, ”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23859	2026-04-27	Time-Series Forecasting in Safety-Critical Environments: An Open-Source Package for EU-AI-Act-Compliant Development / Zeitreihenprognose in sicherheitskritischen Umgebungen: Ein Open-Source-Paket für die KI-VO-konforme Entwicklung	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Time-Series Forecasting in Safety-Critical Environments: An Open-Source Package for EU-AI-Act-Compliant Development / Zeitreihenprognose in sicherheitskritischen Umgebungen: Ein Open-Source-Paket für die KI-VO-konforme Entwicklung` 的具体问题/机制为：With spotforecast2-safe we present an integrated Compliance-by-Design approach to Python-based point forecasting of time series in safety-critical environments.；摘要证据线索为：A review of the relevant open-source tooling shows that existing compliance solutions operate consistently outside of the library to be used - e.g.。排除边界：其优化的是单任务质量，没有重新分配跨层数据流、serving lifecycle 或恢复责任；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23860	2026-04-27	Exploring Audio Hallucination in Egocentric Video Understanding	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Exploring Audio Hallucination in Egocentric Video Understanding` 的具体问题/机制为：However, we show in this work that they are prone to audio hallucinations, often inferring sounds from visual cues that are visible but not heard.；摘要证据线索为：However, we show in this work that they are prone to audio hallucinations, often inferring sounds from visual cues that are visible but not heard.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23861	2026-04-27	Empirical Ablation and Ensemble Optimization of a Convolutional Neural Network for CIFAR-10 Classification	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Empirical Ablation and Ensemble Optimization of a Convolutional Neural Network for CIFAR-10 Classification` 的具体问题/机制为：This paper presents an empirical ablation-based study of CNN optimization for the CIFAR-10 benchmark.；摘要证据线索为：The goal is to identify which changes improve generalization and which increase complexity without improving performance.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23862	2026-04-27	Graph Memory Transformer (GMT)	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Graph Memory Transformer (GMT)` 的具体问题/机制为：We investigate whether the Feed-Forward Network (FFN) sublayer in a decoder-only transformer can be replaced by an explicit learned memory graph while preserving the surrounding autoregressive architecture.；摘要证据线索为：The resulting model is a fully decoder-only language model with 82.2M trainable parameters and no dense FFN sublayers, compared with a 103.0M-parameter dense GPT-style baseline used in the evaluation.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23863	2026-04-27	Cooptimizing Safety and Performance Using Safety Value-Constrained Model Predictive Control	pre-denominator closure	全量 title+abstract 复核后关闭 `Cooptimizing Safety and Performance Using Safety Value-Constrained Model Predictive Control`：它公开的具体问题/机制是“Autonomous systems are increasingly deployed in real-world environments, where they must achieve high performance while maintaining safety under state and input constraints. Although Model Predictive Control (MPC) provides a principled framework for constrained optimal control, guaranteeing safety beyond its finite planning horizon remains a fundamental challenge. In this work, we augment MPC with a safety value function-based terminal constraint that enforces membership in a control-invariant safe set at the end o”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23864	2026-04-27	Bourgain's method for K-closedness in the semicommmutative setting	pre-denominator closure	全量 title+abstract 复核后关闭 `Bourgain's method for K-closedness in the semicommmutative setting`：它公开的具体问题/机制是“In the early 1990s, J.Bourgain proved a general result $K$-closedness result in the context of classical harmonic analysis. In this paper, we extend Bourgain's method to the semicommutative setting, making use of the recent semicommutative Calderón-Zygmund decomposition introduced by L.Cadilhac, JM.Conde-Alonso and J.Parcet. As an application, we recover Pisier's result about $K$-closedness of noncommutative Hardy spaces on the torus, and we also establish new interpolation results for noncommutative Sobolev spaces”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23865	2026-04-27	Inverting Foundation Models of Brain Function with Simulation-Based Inference	pre-denominator closure	全量 title+abstract 复核后关闭 `Inverting Foundation Models of Brain Function with Simulation-Based Inference`：它公开的具体问题/机制是“Foundation models of brain activity promise a new frontier for in silico neuroscience by emulating neural responses to complex stimuli across tasks and modalities. A natural next step is to ask whether these models can also be used in reverse. Can we recover a stimulus or its properties from synthetic brain activity?”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23866	2026-04-27	A Review of Methods and Practices for Missing Data in Sequential Multiple Assignment Randomized Trials (SMARTs): An Ancillary Study of a Scoping Review	pre-denominator closure	全量 title+abstract 复核后关闭 `A Review of Methods and Practices for Missing Data in Sequential Multiple Assignment Randomized Trials (SMARTs): An Ancillary Study of a Scoping Review`：它公开的具体问题/机制是“Background: Missing data poses an acute threat to sequential multiple assignment randomized trial (SMART) analyses because of the sequential treatment structure and response-dependent re-randomization. Objectives: This study aimed to (1) review the current statistical methods for handling missing data in SMARTs, and (2) characterize how missing data is reported and handled in published SMARTs. Methods: We conducted a narrative review of statistical methods developed for missing data in SMARTs.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23867	2026-04-27	Learning Interpretable PDE Representations for Generative Reconstructions with Structured Sparsity	pre-denominator closure	全量 title+abstract 复核后关闭 `Learning Interpretable PDE Representations for Generative Reconstructions with Structured Sparsity`：它公开的具体问题/机制是“Scientific measurements are often bottlenecked by suboptimal conditions, whether that be noise, incomplete spatial coverage, or limited resolution, rendering accurate field reconstruction a difficult task. We introduce LatentPDE, a latent diffusion framework designed to simultaneously resolve sparse-observation reconstruction and super-resolution. While existing physics-guided diffusion models typically rely on soft loss penalties or uninterpretable representations, our approach enforces physical compliance by cons”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23868	2026-04-27	Quenched Dipole Pairs in Viscous Fluid Membranes across the Saffman Crossover: Integrable Hamiltonian Dynamics	pre-denominator closure	全量 title+abstract 复核后关闭 `Quenched Dipole Pairs in Viscous Fluid Membranes across the Saffman Crossover: Integrable Hamiltonian Dynamics`：它公开的具体问题/机制是“We investigate an analytic theory of force-dipole hydrodynamics in a viscous membrane coupled to an infinite surrounding fluid, focusing on quenched (orientation-fixed) dipoles. While the single-dipole flow exhibits the known Saffman crossover from a near-field $v\sim r^{-1}$ to a screened far-field $v\sim r^{-2}$, we show that this crossover induces a qualitatively new reorganization of dipole--dipole interactions. For two identical quenched dipoles, the near-field dynamics is exactly solvable and effectively one-”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23869	2026-04-27	Representability for Quantum Theory beyond Particle-Number Conservation	pre-denominator closure	全量 title+abstract 复核后关闭 `Representability for Quantum Theory beyond Particle-Number Conservation`：它公开的具体问题/机制是“Representability determines when a two-particle reduced density matrix (2-RDM) corresponds to a physical quantum state, enabling many-particle quantum calculations with 2-RDMs rather than the wave function. In this Letter, we present a solution of the representability problem for quantum systems without particle-number conservation. The physically allowed set of 2-RDMs can be characterized from a geometrically `orthogonal' set, the polar cone.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23870	2026-04-27	Alfven-winged pulsar	pre-denominator closure	全量 title+abstract 复核后关闭 `Alfven-winged pulsar`：它公开的具体问题/机制是“Detecting possible electromagnetic precursors to the gravitational signal from merging compact objects is challenging, but it can reveal intricate physical properties of the merging stars through their gravitational and electromagnetic interactions. We demonstrate, using 3D Particle-In-Cell simulations, that a neutron star moving through the magnetosphere of a merging companion generates a complicated system of dissipative currents, a relativistic analogue of planetary Alfven wings. Generated electric currents carr”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23871	2026-04-27	On optimization on ravine functions. Minkowski-Cohn moduli surface in Cohn parameterization	pre-denominator closure	全量 title+abstract 复核后关闭 `On optimization on ravine functions. Minkowski-Cohn moduli surface in Cohn parameterization`：它公开的具体问题/机制是“This paper presents a brief overview of ravine functions using the example of the Minkowski-Cohn moduli surface from the point of view of optimization on it. Elements of representation and solution of the minimization problem at a point are presented.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23872	2026-04-27	The convolution algebra of constructible sheaves	pre-denominator closure	全量 title+abstract 复核后关闭 `The convolution algebra of constructible sheaves`：它公开的具体问题/机制是“Let \(E\) be a finite-dimensional real vector space. We study invertible objects in the monoidal category of constructible sheaves on \(E\), endowed with the convolution product \(\star\). We show that the inverse of an invertible constructible sheaf \(F\) is the dual of its antipodal transform.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23873	2026-04-27	Enhanced CAD-Based Quantifier Elimination With Multiple Equational Constraints	pre-denominator closure	全量 title+abstract 复核后关闭 `Enhanced CAD-Based Quantifier Elimination With Multiple Equational Constraints`：它公开的具体问题/机制是“This paper presents two enhancements to cylindrical algebraic decomposition (CAD) based quantifier elimination (QE) for cases in which multiple equational constraints are present in the given input formula $φ^*$. The first enhancement provides more detail in the output when there is a conceptual partition of the set of variables of $φ^*$ into parameters and unknowns. In such cases, we describe how to partition the parameter space so that: (1) in each open set of the partition the number $ν$ of associated unknowns i”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23874	2026-04-27	Deep Learning of Solver-Aware Turbulence Closures from Nudged LES Dynamics	pre-denominator closure	全量 title+abstract 复核后关闭 `Deep Learning of Solver-Aware Turbulence Closures from Nudged LES Dynamics`：它公开的具体问题/机制是“The differentiable physics paradigm may be leveraged as an a-posteriori approach for discovering turbulence closure models by embedding a neural network parameterization directly inside the solver and optimizing it given potentially sparse target data. This addresses a key limitation of a-priori learning where direct numerical simulation (DNS) data is used to approximate the subgrid stress with the assumption of a low-pass filter. Closures trained in this a-priori manner frequently lead to unstable deployments due ”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23875	2026-04-27	Risk-Aware Robust Learning: Reducing Clinical Risk under Label Noise in Medical Image Classification	pre-denominator closure	全量 title+abstract 复核后关闭 `Risk-Aware Robust Learning: Reducing Clinical Risk under Label Noise in Medical Image Classification`：它公开的具体问题/机制是“Noisy labels are a pervasive challenge in medical image classification, where annotation errors arise from inter-observer variability and diagnostic ambiguity. Although several noise-robust learning methods have been proposed, their evaluation predominantly relies on accuracy-oriented metrics, overlooking the clinical implications of asymmetric error costs. In medical diagnosis, a false negative (missed disease) carries substantially higher consequences than a false positive (false alarm), as delayed treatment can ”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23876	2026-04-27	Cardiac Stability Theory: An Axiomatically Grounded Framework for Continuous Cardiac Health Monitoring via Smartphone Photoplethysmography	pre-denominator closure	全量 title+abstract 复核后关闭 `Cardiac Stability Theory: An Axiomatically Grounded Framework for Continuous Cardiac Health Monitoring via Smartphone Photoplethysmography`：它公开的具体问题/机制是“We present Cardiac Stability Theory (CST), an axiomatically grounded framework formally defining cardiovascular health as a stability margin around a cardiac dynamical attractor. From four axioms we derive the Cardiac Stability Index (CSI), a composite scalar in [0,1] integrating the largest Lyapunov exponent, recurrence determinism, and signal entropy via time-delay embedding. The ECG-based model (CSISurrogateV2, CNN-Transformer) achieves $R^2=0.8788$, MAE$=0.0234$ on PTB-XL (21,799 recordings).”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23877	2026-04-27	Knowledge Vector of Logical Reasoning in Large Language Models	pre-denominator closure	全量 title+abstract 复核后关闭 `Knowledge Vector of Logical Reasoning in Large Language Models`：它公开的具体问题/机制是“Logical reasoning serve as a central capability in LLMs and includes three main forms: deductive, inductive, and abductive reasoning. In this work, we study the knowledge representations of these reasoning types in LLMs and analyze the correlations among them. Our analysis shows that each form of logical reasoning can be captured as a reasoning-specific knowledge vector in a linear representation space, yet these vectors are largely independent of each other.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23878	2026-04-27	ZenBrain: A Neuroscience-Inspired 7-Layer Memory Architecture for Autonomous AI Systems	pre-denominator closure	全量 title+abstract 复核后关闭 `ZenBrain: A Neuroscience-Inspired 7-Layer Memory Architecture for Autonomous AI Systems`：它公开的具体问题/机制是“ZenBrain is a seven-layer, neuroscience-derived memory architecture for LLM agents that unifies fifteen mechanisms - from Two-Factor synaptic consolidation to a Simulation-Selection sleep loop - under a single MemoryCoordinator: nine foundational algorithms plus six Predictive Memory Architecture components. No system among those we survey integrates more than two of them. Ablating each mechanism separately exposes an effect we call cooperative masking.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23879	2026-04-27	Searching for ultralight bosons with Josephson junction interferometry	pre-denominator closure	全量 title+abstract 复核后关闭 `Searching for ultralight bosons with Josephson junction interferometry`：它公开的具体问题/机制是“Ultralight bosons sourced by macroscopic objects can generate long-range spin-independent and spin-dependent potentials that are accessible to precision interferometry. Such potentials induce phase shifts in Josephson junctions, detectable through precision current measurements. We propose three experimental scenarios to probe photophilic scalar interactions, Lorentz-violating scalar-mediated interactions, and axion-mediated monopole-dipole interactions, depending on the nature (unpolarized or polarized) of the sou”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23880	2026-04-27	Coordinated Multipoint Anti-jamming Beam Pattern Synthesis: From AI Accelerated Algorithm to Hardware Implementation	pre-denominator closure	全量 title+abstract 复核后关闭 `Coordinated Multipoint Anti-jamming Beam Pattern Synthesis: From AI Accelerated Algorithm to Hardware Implementation`：它公开的具体问题/机制是“This paper presents a deep unfolding-supported coordinated multipoint beam pattern synthesis (DUCoMP-BPS) scheme to overcome the high complexity, poor adaptability, and limited scalability of traditional cell-free anti-jamming beamforming. In the proposed design, access points (APs) independently determine analog beamforming using local angle information, while the central processing unit (CPU) performs cooperative digital beamforming with only a single AP-CPU interaction, significantly reducing fronthaul overhead.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23881	2026-04-27	Syncopated Bessel beams	pre-denominator closure	全量 title+abstract 复核后关闭 `Syncopated Bessel beams`：它公开的具体问题/机制是“We introduce the syncopated Bessel beam, a new class of exact solutions to the paraxial equation obtained by means of a sinusoidal modulation of the azimuthal phase at the source. This modulation imposes a phase rhythm that deliberately breaks the azimuthal symmetry, analogous to musical syncopation, and triggers a topological transformation that deflects the propagation trajectory and shifts the beam's center of symmetry off the optical axis, while preserving its self-scaling invariance that can be explained by th”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23882	2026-04-27	Pair-Trace Absorption Certificates for Regular Induced Subgraphs	pre-denominator closure	全量 title+abstract 复核后关闭 `Pair-Trace Absorption Certificates for Regular Induced Subgraphs`：它公开的具体问题/机制是“We study a fixed-core absorption problem for regular induced subgraphs. A set is q-modular if all induced degrees are congruent modulo q. Given a q-modular witness A and a retained core U subset A, we ask when deleting equal-trace q-tuples from A\U can make U into a 2q-modular witness.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23883	2026-04-27	Sharp pathwise nonuniqueness for additive SDEs	pre-denominator closure	全量 title+abstract 复核后关闭 `Sharp pathwise nonuniqueness for additive SDEs`：它公开的具体问题/机制是“We construct a family of velocity fields demonstrating the sharpness of the classical Zvonkin--Veretennikov--Davie strong well-posedness by noise regime. We consider stochastic differential equations driven by Brownian noise with drift $u$ and show that for any $α<0$, there exists a velocity field $u \in L^\infty_t C^α_x$ that admits a unique weak solution but does not satisfy pathwise uniqueness (and hence has no strong solutions). This contrasts with the case $α\geq 0$, for which the existence of a unique strong ”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23884	2026-04-27	Optical Properties of Indium-Gallium-Oxide Microcrystalline Alloy Films: From the Visible to the Deep-UV	pre-denominator closure	全量 title+abstract 复核后关闭 `Optical Properties of Indium-Gallium-Oxide Microcrystalline Alloy Films: From the Visible to the Deep-UV`：它公开的具体问题/机制是“The tailored optical properties of $(In_xGa_{1-x})_2O_3$ microcrystalline films were studied as a function of composition x via transmission, Urbach energy analysis, and spatial photoluminescence (PL) mapping of the self-trapped hole (STH) emission, with the objective of addressing material characteristics specific to this alloy system. Up to x = 0.46, the optical gap exhibited a redshift of 1 eV from the deep to the near-UV range, while the STH PL was redshifted by 0.5 eV in the visible range. For higher compositi”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23885	2026-04-27	A positivity preserving and entropy stable nodal discontinuous Galerkin scheme for ideal MHD	pre-denominator closure	全量 title+abstract 复核后关闭 `A positivity preserving and entropy stable nodal discontinuous Galerkin scheme for ideal MHD`：它公开的具体问题/机制是“Numerically solving magnetohydrodynamic (MHD) equations faces many challenges: avoiding divergence error, maintaining positivity, and satisfying entropy conditions. Among discontinuous Galerkin (DG) schemes, there has been a modal version that is locally divergence-free and positivity preserving and a nodal version that is semi-discretely entropy stable. In this work, we develop a DG scheme that combines the advantages of these two and solves all the three challenges.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
